Customer_ID,risk_score,risk_category
3280-NMUVX,1,"Low risk"
8361-LBRDI,1,"Low risk"
3234-VKACU,2,"Medium risk"
8120-JDCAM,4,"High risk"
8917-FAEMR,1,"Low risk"
0929-HYQEW,3,"Medium risk"
6614-YOLAC,0,"Low risk"
3748-FVMZZ,2,"Medium risk"
9391-TTOYH,2,"Medium risk"
7147-AYBAA,3,"Medium risk"
8329-GWVPJ,3,"Medium risk"
8146-QQKZH,1,"Low risk"
6445-TNRXS,2,"Medium risk"
4581-LNWUM,2,"Medium risk"
4869-EPIUS,3,"Medium risk"
1915-OAKWD,1,"Low risk"
0810-DHDBD,0,"Low risk"
7013-PSXHK,1,"Low risk"
3486-NPGST,1,"Low risk"
6100-FJZDG,1,"Low risk"
9646-NMHXE,1,"Low risk"
7030-NJVDP,3,"Medium risk"
7771-ZONAT,0,"Low risk"
0455-XFASS,4,"High risk"
7241-AJHFS,3,"Medium risk"
4546-FOKWR,3,"Medium risk"
9036-CSKBW,3,"Medium risk"
1338-CECEE,1,"Low risk"
7439-DKZTW,5,"High risk"
4646-QZXTF,3,"Medium risk"
6921-OZMFH,2,"Medium risk"
9578-FOMUK,2,"Medium risk"
7363-QTBIW,4,"High risk"
0971-QIFJK,1,"Low risk"
3391-JSQEW,2,"Medium risk"
3312-UUMZW,4,"High risk"
1271-UODNO,0,"Low risk"
8461-EFQYM,1,"Low risk"
1459-QNFQT,0,"Low risk"
1047-NNCBF,3,"Medium risk"
3696-XRIEN,1,"Low risk"
0074-HDKDG,1,"Low risk"
8791-GFXLZ,3,"Medium risk"
9330-DHBFL,0,"Low risk"
5859-HZYLF,1,"Low risk"
2208-NQBCT,4,"High risk"
0831-JNISG,1,"Low risk"
9553-DLCLU,1,"Low risk"
2446-ZKVAF,2,"Medium risk"
3522-CDKHF,3,"Medium risk"
1430-SFQSA,0,"Low risk"
0411-EZJZE,3,"Medium risk"
8807-ARQET,2,"Medium risk"
8992-CEUEN,3,"Medium risk"
8777-PVYGU,1,"Low risk"
0621-CXBKL,1,"Low risk"
9359-UGBTK,0,"Low risk"
6479-OAUSD,1,"Low risk"
1346-UFHAX,3,"Medium risk"
4835-YSJMR,0,"Low risk"
3164-YAXFY,2,"Medium risk"
0887-WBJVH,2,"Medium risk"
0080-OROZO,2,"Medium risk"
6807-SIWJI,3,"Medium risk"
8221-HVAYI,0,"Low risk"
5232-NXPAY,0,"Low risk"
0455-ENTCR,1,"Low risk"
5542-NKVRU,1,"Low risk"
6789-HJBWG,3,"Medium risk"
9087-EYCPR,1,"Low risk"
6791-YBNAK,2,"Medium risk"
0013-MHZWF,2,"Medium risk"
8268-YDIXR,3,"Medium risk"
6980-IMXXE,1,"Low risk"
0784-GTUUK,1,"Low risk"
2294-DMMUS,2,"Medium risk"
9091-WTUUY,0,"Low risk"
2040-VZIKE,4,"High risk"
0178-SZBHO,4,"High risk"
1299-AURJA,1,"Low risk"
2120-SMPEX,2,"Medium risk"
0096-FCPUF,2,"Medium risk"
0668-OGMHD,2,"Medium risk"
5593-SUAOO,3,"Medium risk"
2612-PHGOX,0,"Low risk"
8480-PPONV,2,"Medium risk"
8780-IHCRN,1,"Low risk"
4598-ZADCK,0,"Low risk"
1257-SXUXQ,3,"Medium risk"
5095-ETBRJ,0,"Low risk"
6260-ONULR,3,"Medium risk"
4389-UEFCZ,3,"Medium risk"
8711-LOBKY,1,"Low risk"
8800-ZKRFW,3,"Medium risk"
2616-FLVQC,1,"Low risk"
5989-OMNJE,1,"Low risk"
1291-CUOCY,2,"Medium risk"
3230-IUALN,1,"Low risk"
0042-RLHYP,1,"Low risk"
4945-RVMTE,2,"Medium risk"
1866-NXPSP,0,"Low risk"
1661-CZBAU,0,"Low risk"
9788-YTFGE,3,"Medium risk"
9277-JOOMO,3,"Medium risk"
3161-ONRWK,0,"Low risk"
4565-NLZBV,1,"Low risk"
6475-VHUIZ,1,"Low risk"
0661-WCQNQ,0,"Low risk"
4656-CAURT,1,"Low risk"
0121-SNYRK,0,"Low risk"
3733-LSYCE,3,"Medium risk"
7690-KPNCU,1,"Low risk"
5469-NUJUR,1,"Low risk"
7266-GSSJX,3,"Medium risk"
3084-DOWLE,1,"Low risk"
1084-MNSMJ,1,"Low risk"
6250-CGGUN,2,"Medium risk"
7596-IIWYC,1,"Low risk"
4291-HPAXL,3,"Medium risk"
1697-BCSHV,2,"Medium risk"
1131-SUEKT,2,"Medium risk"
9432-RUVSL,2,"Medium risk"
9089-UOWJG,3,"Medium risk"
9885-AIBVB,4,"High risk"
1934-MKPXS,1,"Low risk"
2272-JKMSI,2,"Medium risk"
3569-EDBPQ,3,"Medium risk"
3131-NWVFJ,1,"Low risk"
7521-YXVZY,3,"Medium risk"
2373-NTKOD,3,"Medium risk"
3498-LZGQZ,1,"Low risk"
3870-SPZSI,2,"Medium risk"
6718-BDGHG,0,"Low risk"
5777-KJIRB,1,"Low risk"
7677-SJJJK,2,"Medium risk"
3211-AAPKX,3,"Medium risk"
8445-DNBAE,3,"Medium risk"
9824-QCJPK,1,"Low risk"
4283-IVYCI,2,"Medium risk"
1866-OBPNR,4,"High risk"
8205-MQUGY,3,"Medium risk"
9777-WJJPR,4,"High risk"
5067-DGXLL,3,"Medium risk"
6281-FKEWS,1,"Low risk"
8898-KASCD,0,"Low risk"
9242-TKFSV,0,"Low risk"
8695-WDYEA,3,"Medium risk"
6543-JXSOO,0,"Low risk"
4472-VESGY,4,"High risk"
7041-TXQJH,2,"Medium risk"
1769-GRUIK,3,"Medium risk"
7427-AUFPY,1,"Low risk"
9972-EWRJS,1,"Low risk"
9314-IJWSQ,4,"High risk"
5799-JRCZO,1,"Low risk"
1921-KYSAY,0,"Low risk"
1925-GMVBW,3,"Medium risk"
6184-DYUOB,3,"Medium risk"
2984-AFWNC,5,"High risk"
8096-LOIST,2,"Medium risk"
9764-REAFF,1,"Low risk"
2882-WDTBA,0,"Low risk"
2091-GPPIQ,0,"Low risk"
5071-FBJFS,3,"Medium risk"
2796-UUZZO,4,"High risk"
9798-OPFEM,1,"Low risk"
7114-AEOZE,1,"Low risk"
5522-NYKPB,3,"Medium risk"
7776-QGYJC,3,"Medium risk"
9313-QOLTZ,2,"Medium risk"
4672-FOTSD,2,"Medium risk"
7338-ERIVA,0,"Low risk"
6968-GMKPR,4,"High risk"
1436-ZMJAN,3,"Medium risk"
3070-FNFZQ,1,"Low risk"
5312-TSZVC,1,"Low risk"
5127-BZENZ,1,"Low risk"
2720-FVBQP,3,"Medium risk"
3766-EJLFL,2,"Medium risk"
5939-SXWHM,1,"Low risk"
7643-RCHXS,1,"Low risk"
8246-SHFGA,2,"Medium risk"
0620-XEFWH,3,"Medium risk"
7552-KEYGT,1,"Low risk"
5816-JMLGY,1,"Low risk"
2387-KDZQY,1,"Low risk"
1971-DTCZB,1,"Low risk"
3813-DHBBB,0,"Low risk"
6518-PPLMZ,1,"Low risk"
4939-KYYPY,1,"Low risk"
2361-UPSND,0,"Low risk"
9504-DSHWM,1,"Low risk"
5035-BVCXS,4,"High risk"
3533-UVMOM,1,"Low risk"
8883-ANODQ,3,"Medium risk"
2351-RRBUE,2,"Medium risk"
9469-WEJBT,3,"Medium risk"
2851-MMUTZ,1,"Low risk"
3307-TLCUD,2,"Medium risk"
6625-FLENO,1,"Low risk"
2967-MXRAV,2,"Medium risk"
8189-HBVRW,4,"High risk"
3500-NSDOA,0,"Low risk"
1219-NNDDO,4,"High risk"
4403-BWPAY,1,"Low risk"
9659-QEQSY,3,"Medium risk"
5405-ZMYXQ,4,"High risk"
1442-OKRJE,3,"Medium risk"
0793-TWELN,5,"High risk"
3283-WCWXT,2,"Medium risk"
9225-BZLNZ,2,"Medium risk"
8332-OSJDW,2,"Medium risk"
5740-YHGTW,4,"High risk"
8917-SZTTJ,1,"Low risk"
1696-MZVAU,1,"Low risk"
4906-ZHGPK,0,"Low risk"
1298-PHBTI,2,"Medium risk"
6223-DHJGV,1,"Low risk"
6435-SRWBJ,4,"High risk"
8932-CZHRQ,1,"Low risk"
5515-RUGKN,3,"Medium risk"
7279-NMVJC,1,"Low risk"
9060-HJJRW,1,"Low risk"
2587-YNLES,2,"Medium risk"
1958-RNRKS,2,"Medium risk"
5136-RGMZO,1,"Low risk"
8226-BXGES,3,"Medium risk"
1015-OWJKI,3,"Medium risk"
8646-JCOMS,2,"Medium risk"
3768-VHXQO,1,"Low risk"
8952-WCVCD,3,"Medium risk"
4137-JOPHL,2,"Medium risk"
7801-CEDNV,1,"Low risk"
3658-QQJYD,1,"Low risk"
5356-KZCKT,1,"Low risk"
9470-XCCEM,4,"High risk"
8763-KIAFH,1,"Low risk"
3055-VTCGS,1,"Low risk"
2007-QVGAW,1,"Low risk"
5207-PLSTK,3,"Medium risk"
2155-AMQRX,1,"Low risk"
5091-HFAZW,5,"High risk"
2586-CWXVV,2,"Medium risk"
2348-KCJLT,1,"Low risk"
8401-EMUWF,2,"Medium risk"
5377-NDTOU,1,"Low risk"
2474-LCNUE,1,"Low risk"
0839-QNXME,1,"Low risk"
6650-VJONK,3,"Medium risk"
2178-PMGCJ,3,"Medium risk"
7492-TAFJD,2,"Medium risk"
6016-LVTJQ,2,"Medium risk"
7860-KSUGX,1,"Low risk"
8966-KZXXA,1,"Low risk"
5149-QYTTU,2,"Medium risk"
0817-HSUSE,2,"Medium risk"
5442-PPTJY,2,"Medium risk"
1927-QEWMY,1,"Low risk"
6701-DHKWQ,0,"Low risk"
7554-AKDQF,3,"Medium risk"
5423-BHIXO,2,"Medium risk"
2959-EEXWB,2,"Medium risk"
3030-YDNRM,4,"High risk"
7321-KKSDU,1,"Low risk"
8356-WUAOJ,3,"Medium risk"
6959-GQEGV,2,"Medium risk"
3173-WSSUE,1,"Low risk"
7190-XHTWJ,1,"Low risk"
5296-BFCYD,1,"Low risk"
3279-DYZQM,1,"Low risk"
9575-IWCAZ,2,"Medium risk"
7010-BRBUU,1,"Low risk"
3566-HJGPK,3,"Medium risk"
3062-ICYZQ,4,"High risk"
9938-PRCVK,1,"Low risk"
0973-KYVNF,1,"Low risk"
9637-CDTKZ,2,"Medium risk"
3946-JEWRQ,3,"Medium risk"
7873-CVMAW,1,"Low risk"
4524-QCSSM,2,"Medium risk"
5832-EXGTT,2,"Medium risk"
7217-JYHOQ,1,"Low risk"
6695-FRVEC,0,"Low risk"
9894-QMIMJ,1,"Low risk"
8563-OYMQY,4,"High risk"
5777-ZPQNC,2,"Medium risk"
1951-IEYXM,1,"Low risk"
3318-NMQXL,5,"High risk"
1022-RKXDR,1,"Low risk"
2272-UOINI,2,"Medium risk"
3750-YHRYO,2,"Medium risk"
5668-MEISB,2,"Medium risk"
0129-QMPDR,1,"Low risk"
5356-CSVSQ,2,"Medium risk"
3221-CJMSG,1,"Low risk"
4623-ZKHLY,2,"Medium risk"
6732-VAILE,1,"Low risk"
8201-AAXCB,2,"Medium risk"
2792-VPPET,3,"Medium risk"
7409-JURKQ,2,"Medium risk"
3247-MHJKM,3,"Medium risk"
1964-SVLEA,1,"Low risk"
7297-DVYGA,1,"Low risk"
0854-UYHZD,1,"Low risk"
7243-LCGGZ,3,"Medium risk"
3764-MNMOI,1,"Low risk"
7442-YGZFK,3,"Medium risk"
5504-WSIUR,2,"Medium risk"
8466-PZBLH,2,"Medium risk"
8735-IJJEG,2,"Medium risk"
0701-RFGFI,4,"High risk"
0019-EFAEP,3,"Medium risk"
5846-QFDFI,3,"Medium risk"
4445-KWOKW,1,"Low risk"
3511-APPBJ,3,"Medium risk"
7967-HYCDE,4,"High risk"
5110-CHOPY,1,"Low risk"
4703-MQYKT,1,"Low risk"
0602-DDUML,0,"Low risk"
2208-MPXIO,1,"Low risk"
3190-FZATL,2,"Medium risk"
7710-JSYOA,2,"Medium risk"
0607-MVMGC,1,"Low risk"
3365-SAIGS,4,"High risk"
9993-LHIEB,0,"Low risk"
0017-DINOC,0,"Low risk"
1492-QGCLU,2,"Medium risk"
5155-AZQPB,2,"Medium risk"
1087-GRUYI,1,"Low risk"
0181-RITDD,2,"Medium risk"
8272-ONJLV,4,"High risk"
7398-HPYZQ,1,"Low risk"
7519-JTWQH,2,"Medium risk"
2538-OIMXF,3,"Medium risk"
8543-MSDMF,3,"Medium risk"
1170-SASML,4,"High risk"
4872-JCVCA,0,"Low risk"
2038-LLMLM,3,"Medium risk"
4138-NAXED,4,"High risk"
7483-IQWIB,4,"High risk"
7996-MHXLW,1,"Low risk"
7061-OVMIM,1,"Low risk"
5153-RTHKF,4,"High risk"
1852-QSWCD,1,"Low risk"
9079-LWTFD,3,"Medium risk"
3392-EHMNK,2,"Medium risk"
5986-WWXDV,1,"Low risk"
3061-BCKYI,2,"Medium risk"
7228-PAQPD,0,"Low risk"
7746-QYVCO,1,"Low risk"
5804-HYIEZ,4,"High risk"
5934-TSSAU,3,"Medium risk"
3486-KHMLI,2,"Medium risk"
8957-THMOA,1,"Low risk"
1057-FOGLZ,2,"Medium risk"
8087-LGYHQ,5,"High risk"
6227-FBDXH,3,"Medium risk"
3744-ZBHON,3,"Medium risk"
3373-DIUUN,1,"Low risk"
8383-SGHJU,0,"Low risk"
7607-QKKTJ,3,"Medium risk"
8984-HPEMB,2,"Medium risk"
9779-DPNEJ,4,"High risk"
9805-FILKB,1,"Low risk"
4123-FCVCB,1,"Low risk"
8819-IMISP,4,"High risk"
1379-FRVEB,4,"High risk"
6648-INWPS,2,"Medium risk"
4223-BKEOR,1,"Low risk"
1763-WQFUK,2,"Medium risk"
1391-UBDAR,4,"High risk"
2014-MKGMH,3,"Medium risk"
5628-FCGYG,4,"High risk"
2560-WBWXF,1,"Low risk"
7978-DKUQH,3,"Medium risk"
9297-FVVDH,1,"Low risk"
8007-YYPWD,1,"Low risk"
6635-CPNUN,4,"High risk"
5453-YBTWV,2,"Medium risk"
6418-PIQSP,1,"Low risk"
3995-WFCSM,3,"Medium risk"
1895-QTKDO,3,"Medium risk"
2038-OEQZH,5,"High risk"
1657-DYMBM,1,"Low risk"
7311-MQJCH,2,"Medium risk"
1136-XGEQU,1,"Low risk"
6844-DZKRF,2,"Medium risk"
8879-XUAHX,2,"Medium risk"
9891-NQDBD,1,"Low risk"
8548-AWOFC,1,"Low risk"
9798-DRYDS,0,"Low risk"
8532-UEFWH,1,"Low risk"
6296-DDOOR,1,"Low risk"
4815-YOSUK,2,"Medium risk"
4365-MSDYN,3,"Medium risk"
7036-TYDEC,2,"Medium risk"
5802-ADBRC,3,"Medium risk"
0839-JTCUD,1,"Low risk"
5494-WOZRZ,1,"Low risk"
8619-IJNDK,0,"Low risk"
8378-LKJAF,4,"High risk"
0788-DXBFY,1,"Low risk"
3496-LFSZU,4,"High risk"
9917-KWRBE,1,"Low risk"
2212-LYASK,1,"Low risk"
8069-RHUXK,0,"Low risk"
6050-FFXES,2,"Medium risk"
0362-RAOQO,1,"Low risk"
5527-ACHSO,2,"Medium risk"
1399-UBQIU,3,"Medium risk"
1813-JLKWR,1,"Low risk"
9537-VHDTA,3,"Medium risk"
4957-TIALW,0,"Low risk"
7176-WRTNX,2,"Medium risk"
7205-BAIAD,1,"Low risk"
8064-RAVOH,3,"Medium risk"
2135-DQWAQ,5,"High risk"
4056-QHXHZ,2,"Medium risk"
6670-MFRPK,2,"Medium risk"
6177-PEVRA,1,"Low risk"
4813-HQMGZ,4,"High risk"
7579-KKLOE,1,"Low risk"
8402-EIVQS,3,"Medium risk"
4947-DSMXK,4,"High risk"
7245-NIIWQ,4,"High risk"
4967-WPNCF,0,"Low risk"
8499-BRXTD,1,"Low risk"
2577-GVSIL,0,"Low risk"
9367-OIUXP,3,"Medium risk"
6463-HHXJR,3,"Medium risk"
1187-WILMM,1,"Low risk"
1306-RPWXZ,1,"Low risk"
3097-PYWXL,3,"Medium risk"
2266-SJNAT,2,"Medium risk"
2972-YDYUW,2,"Medium risk"
1104-FEJAM,2,"Medium risk"
2809-ILCYT,1,"Low risk"
5499-ECUTN,1,"Low risk"
1552-AAGRX,3,"Medium risk"
7089-RKVSZ,2,"Medium risk"
2683-JXWQQ,2,"Medium risk"
9755-JHNMN,0,"Low risk"
2789-HQBOU,5,"High risk"
9424-CMPOG,2,"Medium risk"
3450-WXOAT,2,"Medium risk"
6974-DAFLI,1,"Low risk"
7989-AWGEH,2,"Medium risk"
4373-VVHQL,3,"Medium risk"
4559-UWIHT,4,"High risk"
6650-BWFRT,2,"Medium risk"
0730-BGQGF,1,"Low risk"
9101-NTIXF,3,"Medium risk"
7649-PHJVR,2,"Medium risk"
6114-TCFID,0,"Low risk"
3787-TRIAL,2,"Medium risk"
5156-UMKOW,3,"Medium risk"
1247-QBVSH,2,"Medium risk"
7318-EIVKO,3,"Medium risk"
3771-PZOBW,4,"High risk"
8231-BSWXX,2,"Medium risk"
7176-WIONM,3,"Medium risk"
7623-HKYRK,3,"Medium risk"
0310-SUCIN,1,"Low risk"
6619-RPLQZ,1,"Low risk"
3503-TYDAY,4,"High risk"
6901-GOGZG,1,"Low risk"
7021-XSNYE,1,"Low risk"
4307-KWMXE,2,"Medium risk"
3893-JRNFS,2,"Medium risk"
1133-KXCGE,1,"Low risk"
0142-GVYSN,2,"Medium risk"
1049-FYSYG,2,"Medium risk"
1821-BUCWY,1,"Low risk"
8314-DPQHL,1,"Low risk"
9481-SFCQY,2,"Medium risk"
8884-MRNSU,1,"Low risk"
2171-UDMFD,2,"Medium risk"
1475-VWVDO,4,"High risk"
1357-MVDOZ,3,"Medium risk"
2230-XTUWL,1,"Low risk"
7717-BICXI,1,"Low risk"
6559-RAKOZ,2,"Medium risk"
2143-LJULT,1,"Low risk"
6164-HXUGH,3,"Medium risk"
5630-IXDXV,4,"High risk"
0320-DWVTU,2,"Medium risk"
1212-GLHMD,5,"High risk"
9588-OZDMQ,3,"Medium risk"
1174-FGIFN,2,"Medium risk"
8622-ZLFKO,5,"High risk"
6061-GWWAV,1,"Low risk"
9067-YGSCA,1,"Low risk"
9067-SQTNS,1,"Low risk"
9668-PUGNU,1,"Low risk"
9405-GPBBG,2,"Medium risk"
9565-AXSMR,1,"Low risk"
8869-LIHMK,2,"Medium risk"
0447-RXSGD,4,"High risk"
5788-YPOEG,1,"Low risk"
0661-KBKPA,0,"Low risk"
9081-WWXKP,1,"Low risk"
0784-ZQJZX,1,"Low risk"
3133-PZNSR,2,"Medium risk"
0722-SVSFK,4,"High risk"
3612-YVGSJ,1,"Low risk"
5397-NSKQG,1,"Low risk"
8565-HBFNN,2,"Medium risk"
7055-JCGNI,2,"Medium risk"
4826-DXMUP,0,"Low risk"
7285-KLOTR,2,"Medium risk"
0654-PQKDW,0,"Low risk"
7963-SHNDT,0,"Low risk"
0188-GWFLE,3,"Medium risk"
8129-GMVGI,1,"Low risk"
2882-DDZPG,3,"Medium risk"
3547-LQRIK,1,"Low risk"
1849-RJYIG,3,"Medium risk"
4061-UKJWL,3,"Medium risk"
8263-QMNTJ,2,"Medium risk"
8237-ULIXL,1,"Low risk"
8216-AZUUZ,2,"Medium risk"
5186-PEIZU,2,"Medium risk"
1074-AMIOH,3,"Medium risk"
4361-FEBGN,1,"Low risk"
3969-JQABI,2,"Medium risk"
1051-EQPZR,2,"Medium risk"
5849-ASHZJ,1,"Low risk"
5780-INQIK,2,"Medium risk"
8384-FZBJK,4,"High risk"
3750-RNQKR,3,"Medium risk"
3096-YXENJ,2,"Medium risk"
5837-LXSDN,1,"Low risk"
8325-QRPZR,4,"High risk"
7730-CLDSV,2,"Medium risk"
8766-PAFNE,0,"Low risk"
0880-FVFWF,4,"High risk"
4611-ANLQC,1,"Low risk"
4213-HKBJO,1,"Low risk"
2792-LSHWX,4,"High risk"
4837-QUSFT,2,"Medium risk"
8562-GHPPI,3,"Medium risk"
5893-PYOLZ,1,"Low risk"
4986-MXSFP,3,"Medium risk"
3027-YNWZU,1,"Low risk"
5609-IMCGG,4,"High risk"
4727-MCYZG,3,"Medium risk"
3301-LSLWQ,2,"Medium risk"
7473-ZBDSN,1,"Low risk"
3166-PNEOF,1,"Low risk"
5639-NTUPK,2,"Medium risk"
8780-YRMTT,0,"Low risk"
6242-SGYTS,3,"Medium risk"
8414-OOEEL,0,"Low risk"
8454-AATJP,2,"Medium risk"
4531-AUZNK,2,"Medium risk"
4191-XOVOM,3,"Medium risk"
4878-BUNFV,1,"Low risk"
6997-UVGOX,1,"Low risk"
5440-VHLUL,2,"Medium risk"
5781-BKHOP,3,"Medium risk"
7629-WIXZF,2,"Medium risk"
3976-HXHCE,1,"Low risk"
2466-NEJOJ,3,"Medium risk"
5472-CVMDX,0,"Low risk"
8150-QUDFX,3,"Medium risk"
2346-DJQTB,2,"Medium risk"
1697-LYYYX,1,"Low risk"
5133-VRSAB,3,"Medium risk"
6838-YAUVY,2,"Medium risk"
7883-ROJOC,2,"Medium risk"
0244-LGNFY,1,"Low risk"
4236-UJPWO,3,"Medium risk"
6402-SSEJG,1,"Low risk"
1169-SAOCL,2,"Medium risk"
1110-KYLGQ,4,"High risk"
9929-PLVPA,3,"Medium risk"
2351-BKRZW,1,"Low risk"
4455-BFSPD,2,"Medium risk"
3948-KXDUF,0,"Low risk"
8295-FHIVV,3,"Medium risk"
6351-SCJKT,2,"Medium risk"
0197-PNKNK,3,"Medium risk"
2439-QKJUL,3,"Medium risk"
1194-SPVSP,3,"Medium risk"
8929-KSWIH,2,"Medium risk"
2250-IVBWA,4,"High risk"
9506-UXUSK,3,"Medium risk"
3572-UOLYZ,3,"Medium risk"
1429-UYJSV,2,"Medium risk"
3470-OBUET,0,"Low risk"
2770-NSVDG,2,"Medium risk"
6599-GZWCM,2,"Medium risk"
7037-MTYVW,1,"Low risk"
4016-BJKTZ,2,"Medium risk"
6584-VQMYT,1,"Low risk"
9838-BFCQT,1,"Low risk"
0581-MDMPW,4,"High risk"
1023-BQXZE,1,"Low risk"
9163-GHAYE,2,"Medium risk"
3904-UKFRE,5,"High risk"
0058-EVZWM,4,"High risk"
1017-FBQMM,2,"Medium risk"
3259-QMXUN,2,"Medium risk"
5804-JMYIO,1,"Low risk"
1575-KRZZE,3,"Medium risk"
4884-LEVMQ,1,"Low risk"
8857-CUPFQ,1,"Low risk"
4518-FZBSX,1,"Low risk"
5465-BUBFA,1,"Low risk"
1215-VFYVK,2,"Medium risk"
9371-BITHB,1,"Low risk"
6985-HAYWX,3,"Medium risk"
7508-KBIMB,1,"Low risk"
6838-HVLXG,3,"Medium risk"
1897-OKVMW,1,"Low risk"
4644-PIZRT,1,"Low risk"
7771-CFQRQ,0,"Low risk"
4146-SVFUD,3,"Medium risk"
3617-XLSGQ,3,"Medium risk"
8148-NLEGT,1,"Low risk"
8347-GDTMP,1,"Low risk"
6746-WAUWT,1,"Low risk"
0428-IKYCP,4,"High risk"
2187-PKZAY,4,"High risk"
4003-OCTMP,0,"Low risk"
7225-IILWY,1,"Low risk"
7765-LWVVH,3,"Medium risk"
4692-NNQRU,1,"Low risk"
7742-MYPGI,2,"Medium risk"
6203-HBZPA,0,"Low risk"
2181-TIDSV,1,"Low risk"
1936-CZAKF,1,"Low risk"
4402-FTBXC,4,"High risk"
2931-XIQBR,2,"Medium risk"
5542-TBBWB,4,"High risk"
2606-PKWJB,0,"Low risk"
5322-ZSMZY,1,"Low risk"
0208-BPQEJ,3,"Medium risk"
9435-JMLSX,1,"Low risk"
3352-ALMCK,4,"High risk"
5312-IRCFR,3,"Medium risk"
5294-IMHHT,2,"Medium risk"
6176-YJWAS,3,"Medium risk"
5310-NOOVA,1,"Low risk"
5311-IHLEI,2,"Medium risk"
3987-KQDDU,4,"High risk"
3404-JNXAX,3,"Medium risk"
5131-PONJI,4,"High risk"
3489-VSFRD,0,"Low risk"
5815-HGGHV,0,"Low risk"
5260-UMPWX,2,"Medium risk"
5649-RXQTV,4,"High risk"
2576-HXMPA,3,"Medium risk"
7587-AOVVU,3,"Medium risk"
6898-MDLZW,2,"Medium risk"
7663-CUXZB,2,"Medium risk"
0258-NOKBL,5,"High risk"
9443-JUBUO,0,"Low risk"
2960-NKRSO,3,"Medium risk"
5598-IKHQQ,1,"Low risk"
0397-ZXWQF,1,"Low risk"
4674-HGNUA,1,"Low risk"
9786-IJYDL,2,"Medium risk"
6295-OSINB,3,"Medium risk"
3308-MHOOC,3,"Medium risk"
4177-JPDFU,2,"Medium risk"
2239-CFOUJ,2,"Medium risk"
8046-DNVTL,0,"Low risk"
2209-XADXF,3,"Medium risk"
6620-JDYNW,2,"Medium risk"
4770-UEZOX,4,"High risk"
9513-DXHDA,1,"Low risk"
2065-MMKGR,1,"Low risk"
1402-PTHGN,0,"Low risk"
5199-FPUSP,0,"Low risk"
6377-KSLXC,3,"Medium risk"
1796-JANOW,3,"Medium risk"
8735-NBLWT,3,"Medium risk"
1614-JBEBI,3,"Medium risk"
8512-WIWYV,1,"Low risk"
1406-PUQVY,3,"Medium risk"
5151-HQRDG,2,"Medium risk"
6465-GSRCL,2,"Medium risk"
7503-EPSZW,1,"Low risk"
7089-XXAYG,1,"Low risk"
1666-JXLKU,4,"High risk"
7855-DIWPO,3,"Medium risk"
5652-MSDEY,4,"High risk"
1810-BOHSY,3,"Medium risk"
1784-BXEFA,3,"Medium risk"
7351-MHQVU,2,"Medium risk"
5762-TJXGK,1,"Low risk"
5569-IDSEY,3,"Medium risk"
7284-ZZLOH,1,"Low risk"
1777-JYQPJ,3,"Medium risk"
1599-EAHXY,1,"Low risk"
8189-DUKMV,2,"Medium risk"
1898-JSNDC,1,"Low risk"
3911-RSNHI,0,"Low risk"
5505-OVWQW,1,"Low risk"
7271-AJDTL,4,"High risk"
4429-WYGFR,1,"Low risk"
6569-KTMDU,3,"Medium risk"
0396-YCHWO,4,"High risk"
2122-SZZZD,1,"Low risk"
6692-YQHXC,3,"Medium risk"
5222-JCXZT,3,"Medium risk"
9754-CLVZW,1,"Low risk"
2739-CCZMB,3,"Medium risk"
7080-TNUWP,3,"Medium risk"
2468-SJFLM,3,"Medium risk"
7168-HDQHG,2,"Medium risk"
7968-QUXNS,3,"Medium risk"
8903-WMRNW,4,"High risk"
3629-WEAAM,2,"Medium risk"
7993-NQLJE,3,"Medium risk"
9909-DFRJA,2,"Medium risk"
9099-FTUHS,2,"Medium risk"
9467-ROOLM,2,"Medium risk"
1345-ZUKID,1,"Low risk"
1834-WULEG,1,"Low risk"
9097-ZUBYC,1,"Low risk"
4893-GYUJU,1,"Low risk"
4578-PHJYZ,0,"Low risk"
9766-HGEDE,1,"Low risk"
5044-XDPYX,1,"Low risk"
1814-WFGVS,0,"Low risk"
1265-ZFOSD,1,"Low risk"
5197-LQXXH,1,"Low risk"
3457-PQBYH,1,"Low risk"
3745-HRPHI,0,"Low risk"
1231-YNDEK,1,"Low risk"
3696-DFHHB,1,"Low risk"
6772-WFQRD,1,"Low risk"
4359-INNWN,1,"Low risk"
4032-RMHCI,1,"Low risk"
3594-IVHJZ,3,"Medium risk"
3896-ZVNET,1,"Low risk"
8205-VSLRB,0,"Low risk"
3082-VQXNH,3,"Medium risk"
0750-EKNGL,3,"Medium risk"
7669-LCRSD,3,"Medium risk"
3567-PQTSO,3,"Medium risk"
6734-JDTTV,1,"Low risk"
7850-THJMU,1,"Low risk"
3717-FDJFU,2,"Medium risk"
8853-TZDGH,2,"Medium risk"
7711-YIJWC,1,"Low risk"
2378-YIZKA,1,"Low risk"
0689-DSXGL,3,"Medium risk"
6818-DJXAA,4,"High risk"
2662-NNTDK,1,"Low risk"
2874-YXVVA,3,"Medium risk"
4323-ELYYB,1,"Low risk"
6504-VBLFL,1,"Low risk"
1085-LDWAM,1,"Low risk"
7586-ZATGZ,4,"High risk"
1843-TLSGD,1,"Low risk"
9626-VFRGG,4,"High risk"
7075-BNDVQ,3,"Medium risk"
9143-CANJF,1,"Low risk"
