customer_ID,gender,senior_citizen,partner,dependents,tenure,contract,payment_method,paperless_billing,monthly_charges,total_charges,"Internet Type","Online Security","Online Backup","Premium Tech Support","Streaming TV","Streaming Movies","Churn Category","Churn Reason","Satisfaction Score","Churn Score",CLTV,churn
3445-HXXGF,Male,Yes,Yes,No,58,Month-to-month,"Electronic check",Yes,45.3,2651.2,DSL,No,Yes,No,No,Yes,Dissatisfaction,"Service dissatisfaction",1,91,5444,Yes
1159-WFSGR,Female,No,Yes,Yes,16,Month-to-month,"Electronic check",No,20.4,321.4,None,No,No,No,No,No,,,4,62,3990,No
7654-YWJUF,Male,No,Yes,No,43,"One year","Bank transfer (automatic)",Yes,84.25,3539.25,"Fiber Optic",Yes,No,Yes,No,No,,,3,51,4382,No
1875-QIVME,Female,No,Yes,No,2,Month-to-month,"Electronic check",Yes,104.4,242.8,"Fiber Optic",No,No,Yes,Yes,Yes,Attitude,"Attitude of support person",3,83,4690,Yes
6727-IOTLZ,Male,No,Yes,No,14,"Two year","Mailed check",No,81.95,1181.75,Cable,No,Yes,Yes,Yes,Yes,,,3,52,2564,No
0691-JVSYA,Female,No,Yes,No,53,"One year","Bank transfer (automatic)",Yes,94.85,5000.2,"Fiber Optic",No,No,No,Yes,Yes,Competitor,"Competitor had better devices",1,80,4328,Yes
5918-VUKWP,Female,No,No,No,32,"One year","Bank transfer (automatic)",No,20.55,654.55,None,No,No,No,No,No,,,3,77,5358,No
1744-JHKYS,Female,No,Yes,No,34,Month-to-month,"Electronic check",No,24.7,780.2,None,No,No,No,No,No,,,4,72,3421,No
2656-FMOKZ,Female,Yes,No,No,15,Month-to-month,"Mailed check",Yes,74.45,1145.7,"Fiber Optic",No,No,No,No,No,Dissatisfaction,"Limited range of services",2,91,5717,Yes
2070-FNEXE,Female,Yes,No,No,7,Month-to-month,"Bank transfer (automatic)",No,76.45,503.6,"Fiber Optic",Yes,No,No,No,No,Price,"Lack of affordable download/upload speed",2,81,4419,Yes
5947-SGKCL,Female,No,Yes,Yes,15,Month-to-month,"Bank transfer (automatic)",Yes,105.35,1559.25,"Fiber Optic",No,Yes,No,Yes,Yes,,,3,66,2721,No
3712-PKXZA,Male,No,Yes,No,61,"One year","Credit card (automatic)",Yes,20.55,1252,None,No,No,No,No,No,,,4,42,5110,No
6317-YPKDH,Female,No,No,No,1,Month-to-month,"Bank transfer (automatic)",No,29.95,29.95,DSL,No,Yes,No,No,No,Competitor,"Competitor had better devices",1,95,4534,Yes
6582-OIVSP,Female,No,No,No,1,Month-to-month,"Mailed check",No,45.3,45.3,Cable,No,No,No,No,No,,,5,48,3575,No
9367-WXLCH,Male,No,No,No,8,Month-to-month,"Bank transfer (automatic)",No,84.5,662.65,"Fiber Optic",No,No,No,No,Yes,Price,"Extra data charges",2,86,2152,Yes
5524-KHNJP,Male,No,Yes,Yes,33,"One year","Credit card (automatic)",No,74.75,2453.3,Cable,Yes,No,No,Yes,Yes,,,3,26,5344,No
1918-ZBFQJ,Female,No,No,No,13,Month-to-month,"Electronic check",Yes,79.25,1111.65,"Fiber Optic",No,Yes,No,No,No,Competitor,"Competitor had better devices",1,73,5142,Yes
1024-GUALD,Female,No,Yes,No,1,Month-to-month,"Electronic check",Yes,24.8,24.8,DSL,No,No,No,No,No,Dissatisfaction,"Product dissatisfaction",1,94,4851,Yes
4827-USJHP,Male,No,No,No,20,Month-to-month,"Mailed check",Yes,51.8,1023.85,DSL,No,Yes,No,No,No,,,4,24,2764,No
8167-GJLRN,Male,No,No,No,3,Month-to-month,"Electronic check",No,30.4,82.15,DSL,No,No,Yes,No,No,,,4,55,3108,No
0956-SYCWG,Female,No,No,No,13,"One year","Electronic check",No,19.65,244.8,None,No,No,No,No,No,,,3,49,2024,No
8017-UVSZU,Female,No,Yes,No,40,Month-to-month,"Credit card (automatic)",No,56.6,2379.1,DSL,No,Yes,No,No,No,,,5,72,3359,No
7100-FQPRV,Male,No,Yes,Yes,43,"One year","Credit card (automatic)",Yes,71.9,3173.35,DSL,Yes,No,Yes,No,Yes,,,3,23,4106,No
2472-OVKUP,Male,No,Yes,No,6,Month-to-month,"Electronic check",Yes,91,531,"Fiber Optic",No,Yes,No,No,Yes,Dissatisfaction,"Service dissatisfaction",2,94,2283,Yes
2984-RGEYA,Female,No,Yes,Yes,69,"Two year","Bank transfer (automatic)",No,19.75,1375.4,None,No,No,No,No,No,,,4,72,5325,No
9680-NIAUV,Female,No,Yes,Yes,72,"Two year","Credit card (automatic)",No,109.7,8129.3,"Fiber Optic",Yes,Yes,No,Yes,Yes,,,4,74,5945,No
2146-EGVDT,Male,No,Yes,Yes,59,"Two year","Credit card (automatic)",No,19.3,1192.7,None,No,No,No,No,No,,,3,28,4149,No
2604-IJPDU,Female,No,Yes,No,20,Month-to-month,"Electronic check",Yes,96.55,1901.65,"Fiber Optic",Yes,Yes,Yes,Yes,No,,,3,36,4382,No
9178-JHUVJ,Male,No,Yes,Yes,24,"Two year","Bank transfer (automatic)",Yes,24.1,587.4,None,No,No,No,No,No,,,3,26,4634,No
6168-YBYNP,Male,No,No,No,59,Month-to-month,"Electronic check",Yes,111.35,6519.75,"Fiber Optic",No,Yes,Yes,Yes,Yes,,,5,62,6047,No
7255-SSFBC,Male,No,Yes,Yes,72,"Two year","Bank transfer (automatic)",Yes,112.25,8041.65,"Fiber Optic",No,Yes,Yes,Yes,Yes,,,4,55,4099,No
3645-DEYGF,Male,No,No,Yes,1,Month-to-month,"Mailed check",No,20.75,20.75,None,No,No,No,No,No,,,5,25,3358,No
9323-HGFWY,Female,No,Yes,No,27,"One year","Credit card (automatic)",Yes,101.9,2681.15,"Fiber Optic",Yes,No,Yes,Yes,Yes,,,3,69,3795,No
8544-GOQSH,Female,No,No,No,14,Month-to-month,"Credit card (automatic)",Yes,80.05,1112.3,"Fiber Optic",No,Yes,Yes,No,No,,,5,53,4400,No
3363-DTIVD,Male,No,Yes,Yes,71,"Two year","Electronic check",No,105.55,7405.5,"Fiber Optic",Yes,No,No,Yes,Yes,,,3,63,5010,No
7018-WBJNK,Male,No,No,Yes,13,Month-to-month,"Credit card (automatic)",Yes,78.3,1033.95,"Fiber Optic",No,No,No,Yes,No,,,3,26,5566,No
9142-KZXOP,Male,No,No,No,44,Month-to-month,"Credit card (automatic)",No,68.85,2958.95,"Fiber Optic",No,No,No,No,No,,,3,51,2053,No
7674-YTAFD,Female,No,No,No,33,"One year","Bank transfer (automatic)",Yes,79.95,2684.85,"Fiber Optic",No,Yes,Yes,No,No,,,3,52,3118,No
6348-SNFUS,Male,No,Yes,Yes,72,"Two year","Credit card (automatic)",Yes,55.45,4179.2,Cable,Yes,Yes,Yes,No,Yes,,,3,32,4556,No
1285-OKIPP,Male,No,No,No,1,Month-to-month,"Electronic check",No,79.9,79.9,"Fiber Optic",No,No,No,No,Yes,Attitude,"Attitude of support person",2,91,3394,Yes
7825-ECJRF,Female,No,No,No,19,Month-to-month,"Electronic check",Yes,106.6,1934.45,"Fiber Optic",Yes,No,Yes,Yes,Yes,Dissatisfaction,"Network reliability",1,71,3764,Yes
1347-KTTTA,Male,No,Yes,No,64,"One year","Credit card (automatic)",Yes,102.45,6654.1,"Fiber Optic",No,Yes,Yes,Yes,Yes,,,3,58,6398,No
7841-TZDMQ,Male,No,No,No,2,Month-to-month,"Credit card (automatic)",Yes,46,84.5,DSL,No,No,No,No,No,Other,"Don't know",3,76,2667,Yes
4195-NZGTA,Female,No,No,No,1,Month-to-month,"Electronic check",No,25.25,25.25,Cable,No,No,No,No,No,,,4,73,5858,No
7157-SMCFK,Male,No,No,Yes,61,"Two year","Mailed check",No,19.75,1124.2,None,No,No,No,No,No,,,4,76,5411,No
4709-LKHYG,Female,No,Yes,Yes,29,"One year","Electronic check",No,20,540.05,None,No,No,No,No,No,,,5,34,3800,No
2504-DSHIH,Male,Yes,Yes,No,23,Month-to-month,"Electronic check",No,86.8,1975.85,"Fiber Optic",No,No,No,No,Yes,,,3,38,5788,No
0699-NDKJM,Female,No,Yes,No,57,Month-to-month,"Bank transfer (automatic)",Yes,58.75,3437.45,Cable,Yes,Yes,No,Yes,Yes,,,3,38,4115,No
9286-BHDQG,Male,No,Yes,Yes,72,"Two year","Credit card (automatic)",No,45.25,3139.8,DSL,Yes,Yes,Yes,No,No,,,4,22,5041,No
0230-WEQUW,Male,No,Yes,No,66,"Two year","Bank transfer (automatic)",Yes,56.6,3789.2,DSL,Yes,Yes,Yes,Yes,No,,,4,77,5500,No
2040-LDIWQ,Male,No,Yes,Yes,65,"Two year","Bank transfer (automatic)",Yes,84.2,5324.5,DSL,No,Yes,Yes,Yes,Yes,,,5,33,5256,No
6496-JDSSB,Female,No,No,No,8,Month-to-month,"Bank transfer (automatic)",Yes,80,624.6,"Fiber Optic",No,No,No,Yes,No,,,4,22,2165,No
9408-SSNVZ,Female,No,No,No,4,Month-to-month,"Electronic check",Yes,70.15,268.35,"Fiber Optic",No,No,No,No,No,Other,"Don't know",2,67,2227,Yes
4443-EMBNA,Female,No,Yes,No,71,"Two year","Bank transfer (automatic)",No,24.75,1836.9,None,No,No,No,No,No,,,3,51,4642,No
6469-MRVET,Male,No,Yes,Yes,1,"One year","Electronic check",Yes,20.2,20.2,None,No,No,No,No,No,,,5,21,4160,No
0742-MOABM,Male,No,Yes,No,4,Month-to-month,"Mailed check",No,50.05,179.35,Cable,No,No,Yes,No,No,Competitor,"Competitor made better offer",2,82,3394,Yes
5961-VUSRV,Female,No,No,No,12,"One year","Bank transfer (automatic)",Yes,19.35,219.35,None,No,No,No,No,No,,,5,57,4451,No
6778-JFCMK,Male,No,No,No,24,"One year","Mailed check",Yes,50.6,1288.75,DSL,Yes,No,No,Yes,Yes,,,3,32,4806,No
6341-JVQGF,Female,No,Yes,Yes,31,"One year","Mailed check",Yes,81.15,2545.75,DSL,Yes,No,Yes,Yes,Yes,,,4,54,5643,No
2232-DMLXU,Female,No,Yes,No,1,Month-to-month,"Mailed check",No,55.2,55.2,DSL,No,No,No,Yes,No,Dissatisfaction,"Poor expertise of online support",2,81,3638,Yes
4811-JBUVU,Male,No,No,No,30,Month-to-month,"Credit card (automatic)",Yes,89.9,2723.15,"Fiber Optic",No,No,Yes,No,Yes,,,3,33,3233,No
0945-TSONX,Female,No,Yes,Yes,47,"Two year","Credit card (automatic)",Yes,85.3,4107.25,DSL,Yes,Yes,Yes,Yes,Yes,,,3,30,5698,No
2651-ZCBXV,Male,No,No,No,54,"Two year","Credit card (automatic)",Yes,108,5760.65,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,73,6370,No
3316-UWXUY,Male,No,No,No,50,Month-to-month,"Credit card (automatic)",Yes,93.5,4747.5,"Fiber Optic",Yes,Yes,Yes,No,Yes,,,4,70,6367,No
8937-RDTHP,Male,No,No,No,1,Month-to-month,"Mailed check",Yes,84.6,84.6,"Fiber Optic",Yes,No,No,No,Yes,Dissatisfaction,"Poor expertise of phone support",2,66,2484,Yes
7083-MIOPC,Female,No,No,No,72,"Two year","Credit card (automatic)",No,20.25,1566.9,None,No,No,No,No,No,,,4,49,5733,No
1984-GPTEH,Female,No,No,No,29,Month-to-month,"Electronic check",No,25.15,702,None,No,No,No,No,No,,,4,46,5491,No
1251-KRREG,Male,No,No,No,2,Month-to-month,"Mailed check",Yes,54.4,114.1,DSL,No,Yes,No,No,No,Price,"Price too high",3,81,2556,Yes
0621-JFHOL,Female,No,No,No,10,"Two year","Mailed check",Yes,29.6,299.05,Cable,No,No,Yes,No,No,,,3,62,3180,No
9903-LYSAB,Male,No,Yes,No,18,Month-to-month,"Electronic check",Yes,73.15,1305.95,"Fiber Optic",No,No,No,No,No,,,4,73,4283,No
0094-OIFMO,Female,Yes,No,No,11,Month-to-month,"Electronic check",Yes,95,1120.3,"Fiber Optic",No,Yes,No,Yes,Yes,Dissatisfaction,"Product dissatisfaction",1,85,5980,Yes
9227-UAQFT,Male,No,No,No,16,"Two year","Mailed check",No,19.75,284.35,None,No,No,No,No,No,,,5,53,4272,No
7301-ABVAD,Female,No,No,No,72,"Two year","Bank transfer (automatic)",No,86.6,6350.5,Cable,No,Yes,Yes,Yes,Yes,,,3,37,4530,No
6614-FHDBO,Male,No,No,No,72,"Two year","Bank transfer (automatic)",No,109.2,7878.3,"Fiber Optic",No,Yes,Yes,Yes,Yes,,,3,26,4551,No
7576-ASEJU,Female,No,Yes,Yes,41,"One year","Credit card (automatic)",Yes,74.7,3187.65,DSL,Yes,No,Yes,Yes,Yes,,,4,56,5246,No
9058-HRZSV,Female,Yes,Yes,No,65,Month-to-month,"Electronic check",No,94.4,6126.15,"Fiber Optic",Yes,Yes,No,No,Yes,,,4,7,5348,No
4522-AKYLR,Female,Yes,No,No,13,Month-to-month,"Electronic check",Yes,54.8,731.3,DSL,No,Yes,No,No,No,,,4,7,5557,No
0221-WMXNQ,Male,Yes,No,No,4,Month-to-month,"Electronic check",No,75.35,273.4,"Fiber Optic",Yes,No,No,No,No,,,3,40,4033,No
0303-UNCIP,Male,No,No,No,41,"One year","Mailed check",No,65,2531.8,DSL,No,No,No,No,Yes,,,4,57,5043,No
9947-OTFQU,Male,Yes,No,No,15,Month-to-month,"Electronic check",Yes,74.4,1074.3,"Fiber Optic",No,Yes,No,No,No,Competitor,"Competitor had better devices",1,86,4616,Yes
0322-YINQP,Male,No,No,No,1,Month-to-month,"Mailed check",Yes,48.55,48.55,DSL,Yes,No,No,No,No,Attitude,"Attitude of support person",1,77,5687,Yes
0959-WHOKV,Male,No,No,No,42,"One year","Electronic check",Yes,99,4298.45,"Fiber Optic",Yes,Yes,No,No,Yes,,,3,46,2887,No
4075-JFPGR,Female,No,Yes,No,51,"One year","Electronic check",Yes,93.5,4619.55,"Fiber Optic",Yes,Yes,No,Yes,No,,,3,68,5561,No
4629-NRXKX,Female,No,Yes,Yes,2,Month-to-month,"Electronic check",No,70.4,147.15,"Fiber Optic",No,No,No,No,No,Dissatisfaction,"Network reliability",1,75,5687,Yes
9514-JDSKI,Male,Yes,Yes,No,1,Month-to-month,"Electronic check",No,40.2,40.2,DSL,No,Yes,No,Yes,No,Dissatisfaction,"Limited range of services",2,65,5828,Yes
3282-ZISZV,Male,No,No,Yes,32,"One year","Credit card (automatic)",No,83.7,2633.3,DSL,No,Yes,Yes,Yes,Yes,,,5,71,3945,No
3675-YDUPJ,Male,No,No,No,10,Month-to-month,"Mailed check",Yes,19.85,193.05,None,No,No,No,No,No,,,4,58,3768,No
4111-BNXIF,Female,No,Yes,Yes,67,"Two year","Electronic check",Yes,59.55,4103.9,DSL,No,Yes,Yes,Yes,Yes,,,4,56,4478,No
7017-VFHAY,Female,No,Yes,Yes,61,"Two year","Credit card (automatic)",No,115.1,7008.15,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,38,6090,No
6655-LHBYW,Male,No,No,No,50,"One year","Credit card (automatic)",No,114.35,5791.1,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,33,5068,No
4959-JOSRX,Female,No,Yes,No,2,Month-to-month,"Credit card (automatic)",Yes,44.6,80.55,Cable,No,No,No,No,No,Price,"Lack of affordable download/upload speed",2,91,4884,Yes
5046-NUHWD,Female,Yes,Yes,No,29,Month-to-month,"Electronic check",Yes,45,1228.65,Cable,Yes,No,No,No,Yes,,,3,50,3094,No
7273-TEFQD,Male,Yes,No,No,3,Month-to-month,"Electronic check",Yes,41.15,132.2,DSL,No,No,No,No,Yes,Price,"Long distance charges",2,96,2314,Yes
3606-TWKGI,Male,Yes,No,No,13,Month-to-month,"Electronic check",Yes,106.9,1364.3,Cable,No,Yes,No,Yes,Yes,Competitor,"Competitor had better devices",1,84,2494,Yes
7529-ZDFXI,Male,Yes,Yes,No,57,Month-to-month,"Electronic check",Yes,89.85,4925.35,"Fiber Optic",No,Yes,No,No,Yes,,,5,36,4429,No
7605-BDWDC,Female,No,No,No,31,"Two year","Bank transfer (automatic)",Yes,49.85,1520.1,DSL,Yes,Yes,Yes,No,Yes,,,3,67,2539,No
1950-KSVVJ,Female,No,Yes,No,45,"One year","Mailed check",No,113.3,5032.25,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,61,4885,No
0123-CRBRT,Female,No,Yes,Yes,61,"Two year","Mailed check",No,88.1,5526.75,DSL,Yes,Yes,Yes,Yes,Yes,,,4,40,5152,No
6292-TOSSS,Male,No,No,No,50,"Two year","Bank transfer (automatic)",No,24.9,1195.25,None,No,No,No,No,No,,,4,68,4297,No
3197-ARFOY,Female,Yes,No,No,19,Month-to-month,"Mailed check",Yes,105,2007.25,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,59,3524,No
6323-AYBRX,Male,No,No,No,59,"Two year","Mailed check",No,19.35,1099.6,None,No,No,No,No,No,Price,"Price too high",3,83,5084,Yes
7014-ZZXAW,Female,No,Yes,No,71,"Two year","Credit card (automatic)",Yes,24.25,1732.95,None,No,No,No,No,No,,,5,59,5409,No
4385-GZQXV,Female,Yes,No,No,16,Month-to-month,"Electronic check",Yes,94.45,1511.2,"Fiber Optic",No,No,Yes,Yes,Yes,Competitor,"Competitor had better devices",1,81,3810,Yes
7633-MVPUY,Male,No,Yes,No,57,"Two year","Electronic check",Yes,59.75,3450.15,Cable,Yes,Yes,Yes,No,No,,,3,68,4012,No
6366-ZGQGL,Male,No,No,No,1,Month-to-month,"Bank transfer (automatic)",No,24.8,24.8,Cable,No,No,No,No,No,Dissatisfaction,"Service dissatisfaction",2,73,5087,Yes
4716-HHKQH,Male,Yes,Yes,No,20,Month-to-month,"Electronic check",No,107.05,2172.05,"Fiber Optic",No,Yes,Yes,Yes,Yes,,,3,65,5328,No
5940-AHUHD,Male,No,No,No,1,Month-to-month,"Mailed check",No,70.6,70.6,"Fiber Optic",No,No,No,No,No,Attitude,"Attitude of support person",2,69,3338,Yes
6432-TWQLB,Male,No,Yes,No,5,Month-to-month,"Electronic check",Yes,85.4,401.1,"Fiber Optic",No,Yes,Yes,No,No,Dissatisfaction,"Network reliability",3,80,3676,Yes
4484-GLZOU,Female,No,Yes,No,52,Month-to-month,"Electronic check",Yes,105.05,5624.85,"Fiber Optic",No,Yes,No,Yes,Yes,Other,"Don't know",2,65,4839,Yes
3179-GBRWV,Male,Yes,Yes,No,21,Month-to-month,"Bank transfer (automatic)",Yes,64.95,1339.8,DSL,Yes,Yes,No,No,Yes,,,4,23,4604,No
8645-KWHJO,Male,No,No,No,14,Month-to-month,"Electronic check",Yes,55,771.95,DSL,No,No,Yes,Yes,Yes,,,3,23,4900,No
4130-MZLCC,Female,No,No,No,5,Month-to-month,"Bank transfer (automatic)",No,50.55,244.75,DSL,No,Yes,No,No,No,,,3,54,2739,No
0314-TKOSI,Female,No,No,No,6,Month-to-month,"Mailed check",No,55.15,322.9,Cable,Yes,Yes,No,No,No,,,4,42,5377,No
8229-MYEJZ,Female,No,No,No,10,Month-to-month,"Electronic check",No,51.2,498.25,DSL,No,Yes,No,No,No,,,4,47,5765,No
2080-SRCDE,Female,No,No,Yes,1,Month-to-month,"Mailed check",No,25.4,25.4,None,No,No,No,No,No,,,3,38,4556,No
9577-WJVCQ,Female,No,No,No,68,Month-to-month,"Mailed check",No,54.45,3687.75,DSL,Yes,No,No,No,No,,,3,24,5310,No
9512-UIBFX,Male,No,Yes,Yes,18,Month-to-month,"Mailed check",No,95.15,1779.95,"Fiber Optic",No,No,No,Yes,Yes,Other,"Don't know",3,68,4643,Yes
6202-DYYFX,Female,No,No,No,22,"One year","Credit card (automatic)",Yes,76,1783.6,"Fiber Optic",No,No,No,No,No,,,4,41,2031,No
3808-HFKDE,Female,No,No,No,20,Month-to-month,"Electronic check",Yes,44.35,927.15,Cable,No,No,No,No,No,,,4,59,3460,No
5583-SXDAG,Male,No,Yes,No,1,Month-to-month,"Electronic check",No,70,70,"Fiber Optic",No,No,No,No,No,Other,"Don't know",3,90,4094,Yes
3488-PGMQJ,Male,Yes,No,No,8,Month-to-month,"Electronic check",Yes,74.5,606.55,"Fiber Optic",No,Yes,No,No,No,Dissatisfaction,"Poor expertise of online support",2,80,4345,Yes
3580-REOAC,Male,No,No,No,10,Month-to-month,"Credit card (automatic)",Yes,44.85,435.4,DSL,No,No,No,No,No,Competitor,"Competitor made better offer",2,83,4061,Yes
7534-BFESC,Male,Yes,No,No,24,Month-to-month,"Electronic check",Yes,76.1,1712.7,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor made better offer",2,91,2018,Yes
3727-OWVYD,Male,No,No,No,35,"One year","Mailed check",No,61.2,2021.2,DSL,Yes,Yes,No,No,No,,,3,70,2075,No
2294-SALNE,Male,No,Yes,Yes,23,"One year","Mailed check",No,86.8,1940.8,"Fiber Optic",No,Yes,Yes,No,No,,,4,54,3200,No
4847-TAJYI,Female,Yes,No,No,6,Month-to-month,"Electronic check",Yes,89.35,567.8,"Fiber Optic",No,No,No,Yes,Yes,,,3,75,2578,No
1563-IWQEX,Female,No,No,No,12,Month-to-month,"Mailed check",No,19.7,220.35,None,No,No,No,No,No,,,3,71,5715,No
8203-XJZRC,Male,No,No,No,1,Month-to-month,"Mailed check",No,20.25,20.25,None,No,No,No,No,No,,,3,57,5384,No
6556-DBKZF,Female,No,Yes,Yes,71,"Two year","Electronic check",No,76.05,5436.45,"Fiber Optic",No,No,No,No,No,,,5,26,5841,No
6851-WEFYX,Male,Yes,Yes,No,35,Month-to-month,"Electronic check",Yes,100.8,3437.5,"Fiber Optic",No,No,No,Yes,Yes,,,5,38,3318,No
2985-JUUBZ,Male,No,Yes,Yes,40,Month-to-month,"Electronic check",Yes,74.55,3015.75,DSL,No,No,No,Yes,Yes,,,5,64,3718,No
6390-DSAZX,Female,No,No,Yes,1,Month-to-month,"Mailed check",Yes,73.6,73.6,"Fiber Optic",Yes,No,No,No,No,Competitor,"Competitor made better offer",1,80,2565,Yes
0895-LMRSF,Male,No,No,No,23,"One year","Bank transfer (automatic)",Yes,64.9,1509.8,Cable,No,No,No,Yes,Yes,,,4,50,3314,No
8098-LLAZX,Female,Yes,No,No,4,Month-to-month,"Electronic check",Yes,95.45,396.1,"Fiber Optic",No,No,No,Yes,Yes,Competitor,"Competitor made better offer",3,85,3677,Yes
8266-VBFQL,Male,No,No,No,4,Month-to-month,"Electronic check",Yes,90.4,356.65,"Fiber Optic",No,No,Yes,No,Yes,,,3,35,3314,No
8181-YHCMF,Female,No,Yes,Yes,68,"Two year","Credit card (automatic)",No,60.3,4109,DSL,No,Yes,Yes,Yes,Yes,,,4,24,4864,No
2240-HSJQD,Male,No,No,Yes,38,Month-to-month,"Mailed check",Yes,81.85,3141.7,"Fiber Optic",No,Yes,No,No,No,,,5,55,3571,No
1248-DYXUB,Male,No,Yes,Yes,52,"Two year","Mailed check",No,24.8,1229.1,None,No,No,No,No,No,,,5,76,5320,No
0265-EDXBD,Male,Yes,Yes,No,32,Month-to-month,"Electronic check",Yes,74.9,2303.35,"Fiber Optic",No,No,No,No,No,Attitude,"Attitude of support person",2,69,4105,Yes
4115-BNPJY,Male,No,Yes,Yes,29,"Two year","Mailed check",No,75.55,2054.4,DSL,No,No,Yes,Yes,Yes,,,5,44,5625,No
3167-SNQPL,Male,Yes,Yes,Yes,38,Month-to-month,"Electronic check",No,101.15,3741.85,"Fiber Optic",No,Yes,No,Yes,Yes,,,5,78,4036,No
4091-TVOCN,Male,No,No,Yes,48,"One year","Credit card (automatic)",Yes,78.75,3682.45,Cable,Yes,No,No,Yes,Yes,,,3,69,2257,No
1098-TDVUQ,Female,No,No,No,1,Month-to-month,"Bank transfer (automatic)",Yes,19.25,19.25,None,No,No,No,No,No,,,3,66,4745,No
7277-OZCGZ,Female,No,No,No,22,Month-to-month,"Electronic check",Yes,89.05,1886.25,"Fiber Optic",Yes,No,Yes,No,Yes,,,3,75,5479,No
1557-EMYVT,Female,No,No,No,43,"Two year","Credit card (automatic)",No,115.05,4895.1,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,4,57,4115,No
2799-ARNLO,Female,Yes,Yes,No,5,Month-to-month,"Electronic check",Yes,69.35,341.6,"Fiber Optic",No,No,No,No,No,,,4,41,5437,No
7563-BIUPC,Male,No,No,No,5,Month-to-month,"Electronic check",Yes,80.6,415.55,"Fiber Optic",No,No,No,Yes,No,Competitor,"Competitor made better offer",2,69,5715,Yes
5027-YOCXN,Male,No,Yes,Yes,51,"One year","Credit card (automatic)",No,110.05,5686.4,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,,,3,56,5604,No
3973-SKMLN,Male,No,No,No,71,"Two year","Credit card (automatic)",Yes,19.9,1355.1,None,No,No,No,No,No,,,3,28,5308,No
2321-OMBXY,Female,No,Yes,Yes,38,"One year","Credit card (automatic)",No,80.3,3058.65,DSL,Yes,Yes,Yes,Yes,Yes,Other,"Don't know",1,81,2071,Yes
2840-XANRC,Male,Yes,Yes,No,24,Month-to-month,"Electronic check",Yes,93.15,2231.05,Cable,No,No,No,Yes,Yes,Competitor,"Competitor made better offer",2,73,2212,Yes
6745-JEFZB,Male,No,Yes,No,35,Month-to-month,"Credit card (automatic)",Yes,91.5,3236.35,"Fiber Optic",No,No,Yes,Yes,No,,,4,78,3617,No
5020-ZSTTY,Female,Yes,No,No,54,"One year","Bank transfer (automatic)",No,82.45,4350.1,DSL,Yes,Yes,Yes,Yes,Yes,Competitor,"Competitor made better offer",1,83,4149,Yes
9880-TDQAC,Female,No,Yes,Yes,72,"Two year","Electronic check",Yes,60,4264,DSL,No,Yes,Yes,Yes,Yes,,,4,43,5471,No
8705-WZCYL,Male,No,No,No,1,Month-to-month,"Electronic check",Yes,44.8,44.8,DSL,No,No,No,No,No,,,4,31,2269,No
7102-JJVTX,Female,No,Yes,Yes,9,"One year","Mailed check",No,48.6,422.3,DSL,Yes,No,No,No,No,,,3,46,4562,No
8626-PTQGE,Male,No,No,No,69,"Two year","Bank transfer (automatic)",Yes,60.05,4176.7,Cable,Yes,Yes,Yes,Yes,Yes,,,3,22,5388,No
4983-CLMLV,Female,No,Yes,No,52,Month-to-month,"Credit card (automatic)",Yes,102.7,5138.1,"Fiber Optic",No,Yes,Yes,Yes,Yes,,,3,63,4044,No
5701-YVSVF,Female,Yes,Yes,No,11,Month-to-month,"Electronic check",Yes,82.9,880.05,"Fiber Optic",No,No,Yes,Yes,No,,,4,21,4413,No
5804-LEPIM,Female,Yes,No,No,2,Month-to-month,"Electronic check",Yes,70.35,139.05,"Fiber Optic",No,No,No,No,No,Other,"Don't know",3,73,2671,Yes
5697-GOMBF,Female,Yes,Yes,Yes,28,Month-to-month,"Electronic check",Yes,35.9,973.65,DSL,No,No,No,Yes,No,,,5,34,5444,No
2739-CACDQ,Female,Yes,No,No,17,Month-to-month,"Credit card (automatic)",Yes,82.65,1470.05,"Fiber Optic",No,No,No,No,No,,,4,26,3754,No
9385-EHGDO,Female,No,Yes,Yes,35,"Two year","Mailed check",Yes,19.85,739.35,None,No,No,No,No,No,,,3,46,4177,No
9498-FIMXL,Female,No,No,No,8,"One year","Mailed check",Yes,19.2,161.95,None,No,No,No,No,No,,,4,40,5272,No
2379-GYFLQ,Male,No,No,No,46,"One year","Credit card (automatic)",Yes,94.9,4422.95,"Fiber Optic",No,Yes,No,Yes,No,,,4,50,5316,No
0122-OAHPZ,Female,No,No,No,7,Month-to-month,"Electronic check",Yes,73.85,511.25,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor made better offer",3,67,2473,Yes
2868-SNELZ,Female,No,No,No,2,Month-to-month,"Mailed check",No,80.6,155.8,"Fiber Optic",No,No,No,No,No,Competitor,"Competitor made better offer",1,92,2683,Yes
